concrete_sku,name,quantity,is_never_out_of_stock,is_bundle
062_24752467,Spryker MER000001 Warehouse 1,10,0,0
063_29231675,Spryker MER000001 Warehouse 1,10,0,0
064_18404924,Spryker MER000001 Warehouse 1,10,0,0
065_23294027,Spryker MER000001 Warehouse 1,10,0,0
066_23294028,Spryker MER000001 Warehouse 1,10,0,0
067_24241408,Spryker MER000001 Warehouse 1,10,0,0
068_21927453,Spryker MER000001 Warehouse 1,10,0,0
069_21919624,Spryker MER000001 Warehouse 1,10,0,0
070_133745031,Spryker MER000001 Warehouse 1,10,0,0
070_203704321,Spryker MER000001 Warehouse 1,10,0,0
070_133913221,Spryker MER000001 Warehouse 1,10,0,0
070_133745032,Spryker MER000001 Warehouse 1,10,0,0
070_203704322,Spryker MER000001 Warehouse 1,10,0,0
070_133913222,Spryker MER000001 Warehouse 1,10,0,0
070_133745033,Spryker MER000001 Warehouse 1,10,0,0
071_26974343,Spryker MER000001 Warehouse 1,10,0,0
072_19618271,Spryker MER000001 Warehouse 1,10,0,0
072_21927455,Spryker MER000001 Warehouse 1,10,0,0
073_19618271,Spryker MER000001 Warehouse 1,10,0,0
073_21927455,Spryker MER000001 Warehouse 1,10,0,0
074_29641053,Spryker MER000001 Warehouse 1,10,0,0
075_29401702,Spryker MER000001 Warehouse 1,10,0,0
076_24394207,Spryker MER000001 Warehouse 1,10,0,0
077_24584210,Spryker MER000001 Warehouse 1,10,0,0
078_24602396,Spryker MER000001 Warehouse 1,10,0,0
079_24394211,Spryker MER000001 Warehouse 1,10,0,0
080_24394206,Spryker MER000001 Warehouse 1,10,0,0
081_22196533,Spryker MER000001 Warehouse 1,10,0,0
082_22196536,Spryker MER000001 Warehouse 1,10,0,0
083_30964018,Spryker MER000001 Warehouse 1,10,0,0
084_30964019,Spryker MER000001 Warehouse 1,10,0,0
085_29901936,Spryker MER000001 Warehouse 1,10,0,0
086_30521602,Spryker MER000001 Warehouse 1,10,0,0
087_29901938,Spryker MER000001 Warehouse 1,10,0,0
088_29634940,Spryker MER000001 Warehouse 1,10,0,0
089_29634947,Spryker MER000001 Warehouse 1,10,0,0
090_24495844,Spryker MER000001 Warehouse 1,10,0,0
091_25873091,Spryker MER000001 Warehouse 1,10,0,0
092_24495842,Spryker MER000001 Warehouse 1,10,0,0
093_24495843,Spryker MER000001 Warehouse 1,10,0,0
094_27033003,Spryker MER000001 Warehouse 1,10,0,0
095_24235707,Spryker MER000001 Warehouse 1,10,0,0
096_30856274,Spryker MER000001 Warehouse 1,10,0,0
097_27290499,Spryker MER000001 Warehouse 1,10,0,0
098_26192836,Spryker MER000001 Warehouse 1,10,0,0
099_27207215,Spryker MER000001 Warehouse 1,10,0,0
100_24675726,Spryker MER000001 Warehouse 1,10,0,0
101_29727910,Spryker MER000001 Warehouse 1,10,0,0
102_30727008,Spryker MER000001 Warehouse 1,10,0,0
103_30727011,Spryker MER000001 Warehouse 1,10,0,0
104_30727010,Spryker MER000001 Warehouse 1,10,0,0
105_30727013,Spryker MER000001 Warehouse 1,10,0,0
106_30727014,Spryker MER000001 Warehouse 1,10,0,0
107_30727016,Spryker MER000001 Warehouse 1,10,0,0
108_21047360,Spryker MER000001 Warehouse 1,10,0,0
109_19416433,Spryker MER000001 Warehouse 1,10,0,0
110_19682159,Spryker MER000001 Warehouse 1,10,0,0
111_12295890,Spryker MER000001 Warehouse 1,10,0,0
112_312526171,Spryker MER000001 Warehouse 1,10,0,0
112_306918001,Spryker MER000001 Warehouse 1,10,0,0
112_312526191,Spryker MER000001 Warehouse 1,10,0,0
112_312526172,Spryker MER000001 Warehouse 1,10,0,0
112_306918002,Spryker MER000001 Warehouse 1,10,0,0
112_312526192,Spryker MER000001 Warehouse 1,10,0,0
112_306918003,Spryker MER000001 Warehouse 1,10,0,0
112_312526193,Spryker MER000001 Warehouse 1,10,0,0
113_29885591,Spryker MER000001 Warehouse 1,10,0,0
114_29911081,Spryker MER000001 Warehouse 1,10,0,0
114_30580483,Spryker MER000001 Warehouse 1,10,0,0
115_27295368,Spryker MER000001 Warehouse 1,10,0,0
115_26440118,Spryker MER000001 Warehouse 1,10,0,0
115_26408656,Spryker MER000001 Warehouse 1,10,0,0
116_29743424,Spryker MER000001 Warehouse 1,10,0,0
116_28684053,Spryker MER000001 Warehouse 1,10,0,0
117_29890338,Spryker MER000001 Warehouse 1,10,0,0
117_30585828,Spryker MER000001 Warehouse 1,10,0,0
118_29804739,Spryker MER000001 Warehouse 1,10,0,0
119_29804808,Spryker MER000001 Warehouse 1,10,0,0
120_29890350,Spryker MER000001 Warehouse 1,10,0,0
120_30069636,Spryker MER000001 Warehouse 1,10,0,0
120_30069631,Spryker MER000001 Warehouse 1,10,0,0
121_29406823,Spryker MER000001 Warehouse 1,10,0,0
121_28542963,Spryker MER000001 Warehouse 1,10,0,0
121_28549476,Spryker MER000001 Warehouse 1,10,0,0
122_22308524,Spryker MER000001 Warehouse 1,10,0,0
122_26145672,Spryker MER000001 Warehouse 1,10,0,0
123_29866607,Spryker MER000001 Warehouse 1,10,0,0
123_30610368,Spryker MER000001 Warehouse 1,10,0,0
123_29866603,Spryker MER000001 Warehouse 1,10,0,0
124_31623088,Spryker MER000001 Warehouse 1,10,0,0
124_29866591,Spryker MER000001 Warehouse 1,10,0,0
125_30703764,Spryker MER000001 Warehouse 1,10,0,0
125_30350012,Spryker MER000001 Warehouse 1,10,0,0
126_24722439,Spryker MER000001 Warehouse 1,10,0,0
126_30407844,Spryker MER000001 Warehouse 1,10,0,0
126_26280142,Spryker MER000001 Warehouse 1,10,0,0
127_22828284,Spryker MER000001 Warehouse 1,10,0,0
127_22613708,Spryker MER000001 Warehouse 1,10,0,0
127_20723326,Spryker MER000001 Warehouse 1,10,0,0
127_22613709,Spryker MER000001 Warehouse 1,10,0,0
128_29955336,Spryker MER000001 Warehouse 1,10,0,0
128_27314278,Spryker MER000001 Warehouse 1,10,0,0
129_30706500,Spryker MER000001 Warehouse 1,10,0,0
129_27107297,Spryker MER000001 Warehouse 1,10,0,0
129_24325712,Spryker MER000001 Warehouse 1,10,0,0
130_29285281,Spryker MER000001 Warehouse 1,10,0,0
130_24326086,Spryker MER000001 Warehouse 1,10,0,0
130_24725761,Spryker MER000001 Warehouse 1,0,1,0
131_24872891,Spryker MER000001 Warehouse 1,0,1,0
132_30619567,Spryker MER000001 Warehouse 1,0,1,0
133_31743669,Spryker MER000001 Warehouse 1,0,1,0
134_29759322,Spryker MER000001 Warehouse 1,0,1,0
134_26145012,Spryker MER000001 Warehouse 1,0,1,0
135_29836399,Spryker MER000001 Warehouse 1,0,1,0
135_30359386,Spryker MER000001 Warehouse 1,0,1,0
136_24425591,Spryker MER000001 Warehouse 1,0,1,0
137_29283479,Spryker MER000001 Warehouse 1,0,1,0
137_29283480,Spryker MER000001 Warehouse 1,0,1,0
138_30046855,Spryker MER000001 Warehouse 1,0,1,0
138_30657838,Spryker MER000001 Warehouse 1,0,1,0
139_24699831,Spryker MER000001 Warehouse 1,10,1,0
140_22766487,Spryker MER000001 Warehouse 1,0,1,0
141_29380410,Spryker MER000001 Warehouse 1,0,1,0
142_30943081,Spryker MER000001 Warehouse 1,0,1,0
143_31035196,Spryker MER000001 Warehouse 1,0,1,0
144_29804740,Spryker MER000001 Warehouse 1,0,1,0
144_30312874,Spryker MER000001 Warehouse 1,0,1,0
144_29804741,Spryker MER000001 Warehouse 1,0,1,0
145_29885470,Spryker MER000001 Warehouse 1,0,1,0
145_29885471,Spryker MER000001 Warehouse 1,0,1,0
145_29885473,Spryker MER000001 Warehouse 1,0,1,0
146_30706737,Spryker MER000001 Warehouse 1,0,1,0
146_30213351,Spryker MER000001 Warehouse 1,0,1,0
147_27295351,Spryker MER000001 Warehouse 1,0,1,0
147_30046188,Spryker MER000001 Warehouse 1,0,1,0
148_25977678,Spryker MER000001 Warehouse 1,0,1,0
148_25977676,Spryker MER000001 Warehouse 1,0,1,0
148_27282150,Spryker MER000001 Warehouse 1,0,1,0
149_30283566,Spryker MER000001 Warehouse 1,0,1,0
149_28346778,Spryker MER000001 Warehouse 1,0,1,0
150_29554292,Spryker MER000001 Warehouse 1,0,1,0
151_30983682,Spryker MER000001 Warehouse 1,0,1,0
152_27104941,Spryker MER000001 Warehouse 1,0,1,0
152_29810130,Spryker MER000001 Warehouse 1,0,1,0
153_26178487,Spryker MER000001 Warehouse 1,0,1,0
153_29805122,Spryker MER000001 Warehouse 1,0,1,0
153_29805124,Spryker MER000001 Warehouse 1,0,1,0
154_31980499,Spryker MER000001 Warehouse 1,0,1,0
154_31266921,Spryker MER000001 Warehouse 1,0,1,0
155_32122450,Spryker MER000001 Warehouse 1,0,1,0
155_30149933,Spryker MER000001 Warehouse 1,0,1,0
156_32018944,Spryker MER000001 Warehouse 1,0,1,0
157_29525342,Spryker MER000001 Warehouse 1,0,1,0
158_29885222,Spryker MER000001 Warehouse 1,0,1,0
159_29885260,Spryker MER000001 Warehouse 1,0,1,0
159_29885269,Spryker MER000001 Warehouse 1,0,1,0
160_29533301,Spryker MER000001 Warehouse 1,0,1,0
161_29533300,Spryker MER000001 Warehouse 1,0,1,0
162_29533299,Spryker MER000001 Warehouse 1,0,1,0
163_29728850,Spryker MER000001 Warehouse 1,0,1,0
164_29565390,Spryker MER000001 Warehouse 1,0,1,0
165_29879507,Spryker MER000001 Warehouse 1,0,1,0
165_29879528,Spryker MER000001 Warehouse 1,0,1,0
166_30230575,Spryker MER000001 Warehouse 1,0,1,0
166_29565389,Spryker MER000001 Warehouse 1,0,1,0
167_30375366,Spryker MER000001 Warehouse 1,0,1,0
167_30375364,Spryker MER000001 Warehouse 1,0,1,0
168_29379693,Spryker MER000001 Warehouse 1,0,1,0
168_21844742,Spryker MER000001 Warehouse 1,0,1,0
169_25880805,Spryker MER000001 Warehouse 1,0,1,0
170_28516206,Spryker MER000001 Warehouse 1,20,0,0
170_28549472,Spryker MER000001 Warehouse 1,20,0,0
171_27262160,Spryker MER000001 Warehouse 1,20,0,0
172_29801891,Spryker MER000001 Warehouse 1,20,0,0
173_26973306,Spryker MER000001 Warehouse 1,20,0,0
174_27253016,Spryker MER000001 Warehouse 1,20,0,0
175_26564922,Spryker MER000001 Warehouse 1,20,0,0
175_26935356,Spryker MER000001 Warehouse 1,20,0,0
176_29209306,Spryker MER000001 Warehouse 1,20,0,0
176_29381409,Spryker MER000001 Warehouse 1,20,0,0
176_29536449,Spryker MER000001 Warehouse 1,20,0,0
177_24867659,Spryker MER000001 Warehouse 1,20,0,0
177_24422865,Spryker MER000001 Warehouse 1,20,0,0
177_25913296,Spryker MER000001 Warehouse 1,20,0,0
178_29658415,Spryker MER000001 Warehouse 1,20,0,0
179_29658416,Spryker MER000001 Warehouse 1,20,0,0
180_32127058,Spryker MER000001 Warehouse 1,20,0,0
181_31995510,Spryker MER000001 Warehouse 1,20,0,0
182_30345097,Spryker MER000001 Warehouse 1,20,0,0
183_21811723,Spryker MER000001 Warehouse 1,20,0,0
184_17365820,Video King MER000002 Warehouse 1,0,0,0
184_17494387,Video King MER000002 Warehouse 1,0,0,0
184_17560323,Video King MER000002 Warehouse 1,0,0,0
185_25904533,Video King MER000002 Warehouse 1,0,0,0
186_25904506,Video King MER000002 Warehouse 1,0,0,0
187_26306352,Video King MER000002 Warehouse 1,0,0,0
188_26306353,Video King MER000002 Warehouse 1,0,0,0
189_30150732,Video King MER000002 Warehouse 1,0,0,0
190_25111746,Video King MER000002 Warehouse 1,0,0,0
191_17681791,Video King MER000002 Warehouse 1,10,1,0
192_17738941,Video King MER000002 Warehouse 1,0,0,0
193_32124735,Video King MER000002 Warehouse 1,10,1,0
194_25904145,Video King MER000002 Warehouse 1,10,0,0
195_25904159,Video King MER000002 Warehouse 1,10,0,0
196_23120327,Video King MER000002 Warehouse 1,10,0,0
197_21421718,Video King MER000002 Warehouse 1,10,0,0
198_19692589,Video King MER000002 Warehouse 1,10,0,0
199_7016823,Video King MER000002 Warehouse 1,10,0,0
199_24788780,Video King MER000002 Warehouse 1,10,0,0
200_5787536,Video King MER000002 Warehouse 1,10,0,0
201_11217755,Video King MER000002 Warehouse 1,10,1,0
202_5782479,Video King MER000002 Warehouse 1,10,1,0
203_15619960,Video King MER000002 Warehouse 1,10,1,0
204_29851280,Video King MER000002 Warehouse 1,10,1,0
205_6350138,Video King MER000002 Warehouse 1,10,1,0
206_6429825,Video King MER000002 Warehouse 1,10,1,0
207_15721464,Video King MER000002 Warehouse 1,10,1,0
208_14678762,Video King MER000002 Warehouse 1,10,1,0
209_12554247,Video King MER000002 Warehouse 1,10,1,0
